FIL2,HAL2
Pahal.1G030200,PhHAL.1G030800
Pahal.1G030300,PhHAL.1G030900
Pahal.1G030700,PhHAL.1G031100
Pahal.1G030800,PhHAL.1G031200
Pahal.1G030900,PhHAL.1G031300
Pahal.1G031000,PhHAL.1G031400
Pahal.1G031100,PhHAL.1G031500
Pahal.1G031200,PhHAL.1G031600
Pahal.1G031300,PhHAL.1G031700
Pahal.1G031400,PhHAL.1G031800
Pahal.1G031500,NA
Pahal.1G031600,NA
Pahal.1G031700,PhHAL.1G032000
Pahal.1G031900,PhHAL.1G032100
Pahal.1G032100,PhHAL.1G032300
Pahal.1G032200,PhHAL.1G032400
Pahal.1G032300,PhHAL.1G032500
Pahal.1G032400,PhHAL.1G032600
Pahal.1G032500,PhHAL.1G032700
Pahal.1G032600,PhHAL.1G032900
Pahal.1G032700,PhHAL.1G033000
Pahal.1G032800,NA
Pahal.1G032900,PhHAL.1G033100
Pahal.1G033000,PhHAL.1G033200
Pahal.1G033100,PhHAL.1G033300
Pahal.1G033200,PhHAL.1G033400
Pahal.1G033300,PhHAL.1G033500
Pahal.1G033400,NA
Pahal.1G033500,NA
Pahal.1G034000,PhHAL.1G033700
Pahal.1G034100,PhHAL.1G033800
Pahal.1G034300,PhHAL.1G034000
Pahal.1G034400,NA
Pahal.1G034500,PhHAL.1G034100
Pahal.1G034600,PhHAL.1G034200
Pahal.1G034700,PhHAL.1G034300
Pahal.1G034900,PhHAL.1G034400
Pahal.1G035000,NA
Pahal.1G035100,PhHAL.1G034500
Pahal.1G035200,PhHAL.1G034600
Pahal.1G035300,PhHAL.1G034700
Pahal.1G035400,PhHAL.1G034800
Pahal.1G035500,PhHAL.1G034900
Pahal.1G035600,PhHAL.1G035000
Pahal.1G035800,PhHAL.1G035200
Pahal.1G036000,PhHAL.1G035400
Pahal.1G036200,PhHAL.1G035600
Pahal.1G036300,PhHAL.1G035700
Pahal.1G036500,PhHAL.1G035800
Pahal.1G036600,PhHAL.1G035900
Pahal.1G036800,PhHAL.1G036100
Pahal.1G037100,PhHAL.1G036400
Pahal.1G037200,PhHAL.1G036500
Pahal.1G037300,NA
Pahal.1G037400,PhHAL.1G036700
Pahal.1G037500,PhHAL.1G036800
Pahal.1G037700,PhHAL.1G036900
Pahal.1G037800,PhHAL.1G037000
Pahal.1G037900,PhHAL.1G037100
Pahal.1G038400,PhHAL.1G037600
Pahal.1G038500,NA
Pahal.1G038700,PhHAL.1G038000
Pahal.1G039100,PhHAL.1G038400
Pahal.1G039900,PhHAL.1G039200
Pahal.1G040000,PhHAL.1G039300
Pahal.1G040100,PhHAL.1G039400
Pahal.1G040200,PhHAL.1G039500
Pahal.1G040500,NA
Pahal.1G040600,PhHAL.1G040000
Pahal.1G040700,PhHAL.1G040100
Pahal.1G041000,PhHAL.1G040300
Pahal.1G041100,PhHAL.1G040400
Pahal.1G041200,PhHAL.1G040500
Pahal.1G041300,PhHAL.1G040600
Pahal.1G041400,PhHAL.1G040700
Pahal.1G041800,PhHAL.1G041000
Pahal.1G041900,PhHAL.1G041100
Pahal.1G042000,NA
Pahal.1G042100,PhHAL.1G041400
Pahal.1G042200,NA
Pahal.1G042500,PhHAL.1G041800
Pahal.1G042600,PhHAL.1G041900
Pahal.1G042700,PhHAL.1G042000
Pahal.1G042800,PhHAL.1G042100
Pahal.1G042900,PhHAL.1G042200
Pahal.1G043000,PhHAL.1G042300
Pahal.1G043200,NA
Pahal.1G043300,PhHAL.1G042400
Pahal.1G043600,PhHAL.1G042800
Pahal.1G043700,PhHAL.1G042900
Pahal.1G043800,PhHAL.1G043000
Pahal.1G044000,PhHAL.1G043100
Pahal.1G044100,PhHAL.1G043200
Pahal.1G044200,PhHAL.1G043300
Pahal.1G044300,PhHAL.1G043400
Pahal.1G044400,PhHAL.1G043500
Pahal.1G044600,PhHAL.1G043600
Pahal.1G044700,PhHAL.1G043700
Pahal.1G044800,PhHAL.1G043800
Pahal.1G044900,PhHAL.1G043900
Pahal.1G045000,PhHAL.1G044000
Pahal.1G045100,PhHAL.1G044200
Pahal.1G045200,PhHAL.1G044300
Pahal.1G045300,PhHAL.1G044400
Pahal.1G045400,NA
Pahal.1G045500,NA
Pahal.1G045600,NA
Pahal.1G045800,NA
Pahal.1G045900,PhHAL.1G044700
Pahal.1G046100,PhHAL.1G044900
Pahal.1G046200,PhHAL.1G045000
Pahal.1G046300,PhHAL.1G045200
Pahal.1G046400,PhHAL.1G045500
Pahal.1G046500,PhHAL.1G045700
Pahal.1G046600,PhHAL.1G045800
Pahal.1G046700,PhHAL.1G045900
Pahal.1G046800,PhHAL.1G046000
Pahal.1G046900,PhHAL.1G046100
Pahal.1G047100,PhHAL.1G046400
Pahal.1G047200,PhHAL.1G046500
Pahal.1G047300,PhHAL.1G046600
Pahal.1G047400,PhHAL.1G046700
Pahal.1G047500,PhHAL.1G046800
Pahal.1G047600,PhHAL.1G046900
Pahal.1G047900,PhHAL.1G047100
Pahal.1G048200,PhHAL.1G047400
Pahal.1G048300,PhHAL.1G047500
Pahal.1G048400,PhHAL.1G047600
Pahal.1G048600,PhHAL.1G047800
Pahal.1G048700,PhHAL.1G047900
Pahal.1G048800,PhHAL.1G048000
Pahal.1G048900,PhHAL.1G048100
Pahal.1G049000,PhHAL.1G048200
Pahal.1G049100,PhHAL.1G048300
Pahal.1G049400,PhHAL.1G048800
Pahal.1G049500,NA
Pahal.1G049600,PhHAL.1G049000
Pahal.1G049700,PhHAL.1G049100
Pahal.1G049900,PhHAL.1G049300
Pahal.1G050000,PhHAL.1G049400
Pahal.1G050100,PhHAL.1G049500
Pahal.1G050200,PhHAL.1G049600
Pahal.1G050300,PhHAL.1G049700
Pahal.1G050600,PhHAL.1G049900
Pahal.1G050700,PhHAL.1G050000
Pahal.1G050800,PhHAL.1G050100
Pahal.1G050900,PhHAL.1G050200
Pahal.1G051000,PhHAL.1G050300
Pahal.1G051100,PhHAL.1G050400
Pahal.1G051200,PhHAL.1G050500
Pahal.1G051400,PhHAL.1G050800
Pahal.1G051600,PhHAL.1G051100
Pahal.1G051700,PhHAL.1G051300
Pahal.1G051900,PhHAL.1G051500
Pahal.1G052600,PhHAL.1G052200
Pahal.1G052700,PhHAL.1G052300
Pahal.1G052800,PhHAL.1G052400
Pahal.1G052900,PhHAL.1G052500
Pahal.1G053000,PhHAL.1G052600
Pahal.1G053100,NA
Pahal.1G053200,PhHAL.1G052700
Pahal.1G053300,PhHAL.1G052800
Pahal.1G053400,PhHAL.1G052900
Pahal.1G053500,PhHAL.1G053000
Pahal.1G053600,PhHAL.1G053100
Pahal.1G053700,PhHAL.1G053200
Pahal.1G053800,PhHAL.1G053300
Pahal.1G053900,PhHAL.1G053400
Pahal.1G054000,PhHAL.1G053500
Pahal.1G054100,PhHAL.1G053600
Pahal.1G054200,PhHAL.1G053700
Pahal.1G054800,PhHAL.1G054000
Pahal.1G054900,PhHAL.1G054100
Pahal.1G055000,PhHAL.1G054200
Pahal.1G055100,PhHAL.1G054300
Pahal.1G055200,PhHAL.1G054400
Pahal.1G055300,PhHAL.1G054500
Pahal.1G055400,PhHAL.1G054600
Pahal.1G055500,PhHAL.1G054800
Pahal.1G055600,PhHAL.1G054900
Pahal.1G055700,PhHAL.1G055000
Pahal.1G055800,PhHAL.1G055100
Pahal.1G055900,NA
Pahal.1G056100,PhHAL.1G055400
Pahal.1G056300,PhHAL.1G055600
Pahal.1G056600,PhHAL.1G055900
Pahal.1G056700,PhHAL.1G056000
Pahal.1G056800,PhHAL.1G056100
Pahal.1G057100,PhHAL.1G056300
Pahal.1G057200,PhHAL.1G056400
Pahal.1G057400,PhHAL.1G056600
Pahal.1G057600,PhHAL.1G056700
Pahal.1G057800,NA
Pahal.1G057900,PhHAL.1G057000
Pahal.1G058000,PhHAL.1G056900
Pahal.1G058100,NA
Pahal.1G058500,PhHAL.1G057300
Pahal.1G058800,PhHAL.1G057500
Pahal.1G058900,PhHAL.1G057600
Pahal.1G059500,PhHAL.1G057900
Pahal.1G059600,PhHAL.1G122000
Pahal.1G059800,NA
Pahal.1G059900,NA
Pahal.1G060000,PhHAL.1G058500
Pahal.1G060100,PhHAL.1G058600
Pahal.1G060200,NA
Pahal.1G060700,PhHAL.1G059100
Pahal.1G060800,PhHAL.1G059200
Pahal.1G060900,PhHAL.1G059300
Pahal.1G061000,NA
Pahal.1G061100,PhHAL.1G059500
Pahal.1G061200,PhHAL.1G059600
Pahal.1G061300,PhHAL.1G059700
Pahal.1G061500,PhHAL.5G494200
Pahal.1G061600,PhHAL.1G059900
Pahal.1G062000,PhHAL.1G060100
Pahal.1G062100,PhHAL.1G060300
Pahal.1G062300,PhHAL.1G060500
Pahal.1G062400,NA
Pahal.1G062500,PhHAL.1G060600
Pahal.1G062600,PhHAL.1G060800
Pahal.1G062700,PhHAL.1G060900
Pahal.1G062800,PhHAL.1G061000
Pahal.1G062900,PhHAL.1G061100
Pahal.1G063000,PhHAL.1G061200
Pahal.1G063100,PhHAL.1G061300
Pahal.1G063200,PhHAL.1G061400
Pahal.1G063300,PhHAL.1G061500
Pahal.1G063400,PhHAL.1G061600
Pahal.1G063500,PhHAL.1G061700
Pahal.1G063600,PhHAL.1G061800
Pahal.1G063700,PhHAL.1G061900
Pahal.1G063800,PhHAL.1G062000
Pahal.1G064200,PhHAL.1G062400
Pahal.1G064300,PhHAL.1G062500
Pahal.1G064400,PhHAL.1G062600
Pahal.1G064500,PhHAL.1G062700
Pahal.1G064600,PhHAL.1G062800
Pahal.1G064700,PhHAL.1G062900
Pahal.1G064800,PhHAL.1G063000
Pahal.1G065100,PhHAL.1G063300
Pahal.1G065200,PhHAL.1G063400
Pahal.1G065300,PhHAL.1G063500
Pahal.1G065400,PhHAL.1G063600
Pahal.1G065500,PhHAL.1G063700
Pahal.1G065600,PhHAL.1G063800
Pahal.1G065800,PhHAL.1G063900
Pahal.1G065900,PhHAL.1G064000
Pahal.1G066000,PhHAL.1G064100
Pahal.1G066100,PhHAL.1G064200
Pahal.1G066200,PhHAL.1G064300
Pahal.1G066300,PhHAL.1G064400
Pahal.1G066400,PhHAL.1G064500
Pahal.1G066500,PhHAL.1G064600
Pahal.1G066700,PhHAL.1G064800
Pahal.1G067000,PhHAL.1G065200
Pahal.1G067200,PhHAL.1G065400
Pahal.1G067400,PhHAL.1G065600
Pahal.1G067500,PhHAL.1G065700
Pahal.1G067600,PhHAL.1G065800
Pahal.1G067800,PhHAL.1G066000
Pahal.1G067900,PhHAL.1G066100
Pahal.1G068000,PhHAL.1G066200
Pahal.1G068200,PhHAL.1G066400
Pahal.1G068300,PhHAL.1G066500
Pahal.1G068400,PhHAL.1G066600
Pahal.1G068500,PhHAL.1G066700
Pahal.1G068600,PhHAL.1G066800
Pahal.1G068700,PhHAL.1G066900
Pahal.1G068800,PhHAL.1G067000
Pahal.1G068900,PhHAL.1G067200
Pahal.1G069000,PhHAL.1G067300
Pahal.1G069100,PhHAL.1G067400
Pahal.1G069200,PhHAL.1G067500
Pahal.1G069300,PhHAL.1G067600
Pahal.1G069500,PhHAL.1G067800
Pahal.1G069600,PhHAL.1G067900
Pahal.1G069700,PhHAL.1G068000
Pahal.1G069800,PhHAL.1G068100
Pahal.1G069900,NA
Pahal.1G070100,PhHAL.1G068200
Pahal.1G070800,PhHAL.1G068800
Pahal.1G070900,PhHAL.1G068900
Pahal.1G071000,PhHAL.1G069000
Pahal.1G071100,PhHAL.1G069100
Pahal.1G071200,PhHAL.1G069200
Pahal.1G071300,PhHAL.1G069400
Pahal.1G071400,PhHAL.1G069500
Pahal.1G071500,PhHAL.1G069600
Pahal.1G071600,PhHAL.1G069700
Pahal.1G071800,PhHAL.1G069900
Pahal.1G071900,PhHAL.1G070000
Pahal.1G072000,PhHAL.1G070100
Pahal.1G072100,NA
Pahal.1G072200,PhHAL.1G070300
Pahal.1G072400,PhHAL.1G070400
Pahal.1G072500,PhHAL.1G070500
Pahal.1G072600,PhHAL.1G070600
Pahal.1G072700,PhHAL.1G070700
Pahal.1G072800,PhHAL.1G070800
Pahal.1G072900,PhHAL.1G070900
Pahal.1G073000,PhHAL.1G071000
Pahal.1G073100,PhHAL.1G071100
Pahal.1G073200,PhHAL.1G071200
Pahal.1G073300,PhHAL.1G071300
Pahal.1G073500,PhHAL.1G071500
Pahal.1G073700,PhHAL.1G071700
Pahal.1G073800,PhHAL.1G071800
Pahal.1G073900,PhHAL.1G071900
Pahal.1G074000,PhHAL.1G072000
Pahal.1G074200,PhHAL.1G072200
Pahal.1G074300,PhHAL.1G072300
Pahal.1G074400,PhHAL.1G072400
Pahal.1G074700,PhHAL.1G072600
Pahal.1G075000,PhHAL.1G072800
Pahal.1G075100,PhHAL.1G072900
Pahal.1G075200,PhHAL.1G073000
Pahal.1G075300,PhHAL.1G073200
Pahal.1G075400,PhHAL.1G073300
Pahal.1G075600,PhHAL.1G073500
Pahal.1G075700,PhHAL.1G073600
Pahal.1G075900,PhHAL.1G073800
Pahal.1G076000,PhHAL.1G073900
Pahal.1G076100,PhHAL.1G074000
Pahal.1G076500,PhHAL.1G074400
Pahal.1G076600,PhHAL.1G074500
Pahal.1G076700,PhHAL.1G074600
Pahal.1G076800,PhHAL.1G074700
Pahal.1G076900,PhHAL.1G074800
Pahal.1G077000,PhHAL.1G074900
Pahal.1G077100,PhHAL.1G075000
Pahal.1G077200,PhHAL.1G075100
Pahal.1G077300,PhHAL.1G075200
Pahal.1G077400,PhHAL.1G075300
Pahal.1G077500,PhHAL.1G075400
Pahal.1G077700,NA
Pahal.1G077800,NA
Pahal.1G077900,NA
Pahal.1G078000,NA
Pahal.1G078200,NA
Pahal.1G078500,PhHAL.1G076400
Pahal.1G078600,PhHAL.1G076700
Pahal.1G078700,PhHAL.1G076900
Pahal.1G078800,PhHAL.1G077000
Pahal.1G079000,PhHAL.1G077100
Pahal.1G079100,PhHAL.1G077200
Pahal.1G079300,PhHAL.1G077400
Pahal.1G079500,PhHAL.1G077600
Pahal.1G079600,PhHAL.1G077700
Pahal.1G079700,PhHAL.1G077800
Pahal.1G079800,NA
Pahal.1G079900,NA
Pahal.1G080000,PhHAL.1G078100
Pahal.1G080200,PhHAL.1G078300
Pahal.1G080300,PhHAL.1G078400
Pahal.1G080400,PhHAL.1G078500
Pahal.1G080500,PhHAL.1G078600
Pahal.1G080700,PhHAL.1G078800
Pahal.1G080800,PhHAL.1G078900
Pahal.1G080900,PhHAL.1G079000
Pahal.1G081000,PhHAL.1G079100
Pahal.1G081100,PhHAL.1G079200
Pahal.1G081200,PhHAL.1G079300
Pahal.1G081300,NA
Pahal.1G081400,PhHAL.1G079500
Pahal.1G081500,PhHAL.1G079700
Pahal.1G081600,PhHAL.1G079800
Pahal.1G081700,PhHAL.1G079900
Pahal.1G081800,PhHAL.1G080000
Pahal.1G081900,PhHAL.1G080200
Pahal.1G082000,PhHAL.1G080300
Pahal.1G082100,PhHAL.1G080400
Pahal.1G082200,PhHAL.1G080500
Pahal.1G082400,PhHAL.1G080600
Pahal.1G082500,PhHAL.1G080700
Pahal.1G082600,PhHAL.1G080800
Pahal.1G082800,PhHAL.1G081000
Pahal.1G082900,NA
Pahal.1G083000,PhHAL.1G081200
Pahal.1G083100,PhHAL.1G081300
Pahal.1G083300,PhHAL.1G081500
Pahal.1G083400,PhHAL.1G081600
Pahal.1G083500,PhHAL.1G081700
Pahal.1G083600,PhHAL.1G081800
Pahal.1G083700,PhHAL.1G081900
Pahal.1G083900,PhHAL.1G082100
Pahal.1G084000,PhHAL.1G082200
Pahal.1G084100,PhHAL.1G082500
Pahal.1G084200,PhHAL.1G082600
Pahal.1G084300,PhHAL.1G082700
Pahal.1G084700,PhHAL.1G083300
Pahal.1G085000,PhHAL.1G083600
Pahal.1G085300,NA
Pahal.1G085500,PhHAL.1G083700
Pahal.1G085600,PhHAL.1G083800
Pahal.1G085700,PhHAL.1G083900
Pahal.1G085800,PhHAL.1G084000
Pahal.1G085900,PhHAL.1G084100
Pahal.1G086000,PhHAL.1G084200
Pahal.1G086200,PhHAL.1G084400
Pahal.1G086300,PhHAL.1G084500
Pahal.1G086400,PhHAL.1G084600
Pahal.1G086500,PhHAL.1G084700
Pahal.1G086800,PhHAL.1G085000
Pahal.1G087100,PhHAL.1G085100
Pahal.1G087200,PhHAL.1G085200
Pahal.1G087300,PhHAL.1G085300
Pahal.1G087800,PhHAL.1G085600
Pahal.1G087900,PhHAL.1G085700
Pahal.1G088000,NA
Pahal.1G088100,PhHAL.1G086100
Pahal.1G088200,PhHAL.1G086200
Pahal.1G088300,PhHAL.1G086300
Pahal.1G088400,PhHAL.1G086400
Pahal.1G088500,NA
Pahal.1G088600,PhHAL.1G086600
Pahal.1G088700,PhHAL.1G086800
Pahal.1G088800,PhHAL.1G086900
Pahal.1G089000,PhHAL.1G087100
Pahal.1G089100,PhHAL.1G087300
Pahal.1G089200,PhHAL.1G087400
Pahal.1G089300,PhHAL.1G087500
Pahal.1G089400,PhHAL.1G087600
Pahal.1G089600,PhHAL.1G087900
Pahal.1G089800,PhHAL.1G088100
Pahal.1G089900,PhHAL.1G088200
Pahal.1G090000,PhHAL.1G088300
Pahal.1G090100,PhHAL.1G088400
Pahal.1G090200,PhHAL.1G088500
Pahal.1G090300,PhHAL.1G088600
Pahal.1G090400,PhHAL.1G088700
Pahal.1G090900,PhHAL.1G088800
Pahal.1G091000,PhHAL.1G088900
Pahal.1G091100,PhHAL.1G089000
Pahal.1G091200,NA
Pahal.1G091300,PhHAL.1G089200
Pahal.1G091400,PhHAL.1G089300
Pahal.1G091800,PhHAL.1G089500
Pahal.1G091900,PhHAL.1G089600
Pahal.1G092000,PhHAL.1G089800
Pahal.1G092100,PhHAL.1G090000
Pahal.1G092300,PhHAL.1G090100
Pahal.1G092400,PhHAL.1G090200
Pahal.1G092500,PhHAL.1G090400
Pahal.1G092600,PhHAL.1G090500
Pahal.1G092800,PhHAL.1G090600
Pahal.1G092900,PhHAL.1G090700
Pahal.1G093000,PhHAL.1G090800
Pahal.1G093100,PhHAL.1G090900
Pahal.1G093200,PhHAL.1G091000
Pahal.1G093300,PhHAL.1G091100
Pahal.1G093400,PhHAL.1G091200
Pahal.1G093500,PhHAL.1G091300
Pahal.1G093600,PhHAL.1G091400
Pahal.1G093700,PhHAL.1G091500
Pahal.1G093800,PhHAL.1G091600
Pahal.1G094000,PhHAL.1G091900
Pahal.1G094100,PhHAL.1G092000
Pahal.1G094200,PhHAL.1G092100
Pahal.1G094600,PhHAL.1G092400
Pahal.1G094700,NA
Pahal.1G095200,PhHAL.1G092800
Pahal.1G095400,PhHAL.1G092900
Pahal.1G095600,PhHAL.1G093100
Pahal.1G095700,NA
Pahal.1G095800,PhHAL.1G093300
Pahal.1G095900,PhHAL.1G093400
Pahal.1G096000,PhHAL.1G093500
Pahal.1G096100,PhHAL.1G093600
Pahal.1G096200,PhHAL.1G093700
Pahal.1G096300,PhHAL.1G093800
Pahal.1G096400,PhHAL.1G093900
Pahal.1G096500,PhHAL.1G094000
Pahal.1G096600,PhHAL.1G094100
Pahal.1G097000,PhHAL.1G094400
Pahal.1G097400,PhHAL.1G094500
Pahal.1G097600,PhHAL.1G094700
Pahal.1G097700,PhHAL.1G094800
Pahal.1G097800,PhHAL.1G094900
Pahal.1G097900,PhHAL.1G095100
Pahal.1G098000,PhHAL.1G095200
Pahal.1G098100,PhHAL.1G095300
Pahal.1G098300,PhHAL.1G095500
Pahal.1G098800,PhHAL.1G095700
Pahal.1G098900,PhHAL.1G095800
Pahal.1G099500,PhHAL.1G096000
Pahal.1G099600,PhHAL.1G096100
Pahal.1G099700,PhHAL.1G096200
Pahal.1G099900,PhHAL.1G096400
Pahal.1G100000,PhHAL.1G096500
Pahal.1G100200,PhHAL.1G096700
Pahal.1G100300,PhHAL.1G096800
Pahal.1G100400,PhHAL.1G096900
Pahal.1G100500,PhHAL.1G097100
Pahal.1G100600,NA
Pahal.1G100800,PhHAL.1G097300
Pahal.1G100900,NA
Pahal.1G101000,PhHAL.1G097500
Pahal.1G101100,PhHAL.1G097600
Pahal.1G101200,PhHAL.1G097700
Pahal.1G101300,PhHAL.1G097900
Pahal.1G101500,PhHAL.1G098100
Pahal.1G101600,PhHAL.1G098200
Pahal.1G101800,PhHAL.1G098600
Pahal.1G102300,PhHAL.1G099400
Pahal.1G102400,PhHAL.1G099800
Pahal.1G102500,NA
Pahal.1G102600,PhHAL.1G099900
Pahal.1G102700,PhHAL.1G100100
Pahal.1G102900,PhHAL.1G100200
Pahal.1G103000,PhHAL.1G100300
Pahal.1G103100,PhHAL.1G100400
Pahal.1G103200,PhHAL.1G100500
Pahal.1G103400,PhHAL.1G100700
Pahal.1G103500,PhHAL.1G100800
Pahal.1G103600,PhHAL.1G100900
Pahal.1G103700,PhHAL.1G101100
Pahal.1G103800,PhHAL.1G101200
Pahal.1G104000,PhHAL.1G101400
Pahal.1G104200,PhHAL.1G101500
Pahal.1G104300,PhHAL.1G101600
Pahal.1G104400,NA
Pahal.1G104500,PhHAL.1G101800
Pahal.1G104700,PhHAL.1G102100
Pahal.1G104800,PhHAL.1G102200
Pahal.1G104900,PhHAL.1G102300
Pahal.1G105000,PhHAL.1G102400
Pahal.1G105100,PhHAL.1G102500
Pahal.1G105300,PhHAL.1G102800
Pahal.1G105400,PhHAL.1G102900
Pahal.1G105500,PhHAL.1G103000
Pahal.1G106300,PhHAL.1G103700
Pahal.1G106400,NA
Pahal.1G106500,PhHAL.1G103800
Pahal.1G106800,PhHAL.1G104100
Pahal.1G106900,PhHAL.1G104200
Pahal.1G107000,PhHAL.1G104300
Pahal.1G107300,PhHAL.1G104500
Pahal.1G107600,PhHAL.1G104700
Pahal.1G107700,PhHAL.1G104900
Pahal.1G107800,PhHAL.1G105000
Pahal.1G108000,PhHAL.1G105300
Pahal.1G108100,PhHAL.1G105400
Pahal.1G108200,PhHAL.1G105500
Pahal.1G108400,PhHAL.1G105600
Pahal.1G108800,PhHAL.1G106100
Pahal.1G108900,PhHAL.1G106200
Pahal.1G109000,PhHAL.1G106300
Pahal.1G109100,PhHAL.1G106400
Pahal.1G109300,PhHAL.1G106600
Pahal.1G109400,NA
Pahal.1G109500,PhHAL.1G106800
Pahal.1G109700,PhHAL.1G106900
Pahal.1G109800,NA
Pahal.1G110000,NA
Pahal.1G110100,PhHAL.1G107000
Pahal.1G110300,PhHAL.1G107100
Pahal.1G110400,PhHAL.1G107200
Pahal.1G110500,PhHAL.1G107300
Pahal.1G110600,PhHAL.1G107400
Pahal.1G110700,PhHAL.1G107500
Pahal.1G110800,PhHAL.1G107700
Pahal.1G110900,PhHAL.1G107800
Pahal.1G111000,PhHAL.1G107900
Pahal.1G111100,PhHAL.1G108000
Pahal.1G111200,PhHAL.1G108100
Pahal.1G111400,PhHAL.9G357000
Pahal.1G111800,PhHAL.9G356700
Pahal.1G111900,PhHAL.1G108200
Pahal.1G112000,PhHAL.1G108400
Pahal.1G112200,NA
Pahal.1G112300,PhHAL.1G108700
Pahal.1G112700,PhHAL.1G108800
Pahal.1G113000,NA
Pahal.1G113500,PhHAL.1G109600
Pahal.1G113600,PhHAL.1G109700
Pahal.1G113700,PhHAL.1G109800
Pahal.1G113800,PhHAL.1G109900
Pahal.1G113900,PhHAL.1G110000
Pahal.1G114100,PhHAL.1G110100
Pahal.1G114600,PhHAL.1G110400
Pahal.1G114700,NA
Pahal.1G114800,PhHAL.1G110500
Pahal.1G115000,PhHAL.1G110700
Pahal.1G115200,PhHAL.1G111000
Pahal.1G115600,PhHAL.1G111200
Pahal.1G115900,PhHAL.1G111700
Pahal.1G116000,PhHAL.1G111800
Pahal.1G116100,NA
Pahal.1G116200,NA
Pahal.1G116600,PhHAL.1G112700
Pahal.1G116700,PhHAL.1G112800
Pahal.1G116800,PhHAL.1G113000
Pahal.1G116900,PhHAL.1G113100
Pahal.1G117200,PhHAL.1G113200
Pahal.1G117300,PhHAL.1G113300
Pahal.1G117500,PhHAL.1G113700
Pahal.1G117900,PhHAL.1G113800
Pahal.1G118000,PhHAL.1G113900
Pahal.1G118100,PhHAL.1G114000
Pahal.1G118200,PhHAL.1G114100
Pahal.1G118300,PhHAL.1G114200
Pahal.1G118600,PhHAL.1G114400
Pahal.1G118700,PhHAL.1G114500
Pahal.1G118800,PhHAL.1G114600
Pahal.1G119000,PhHAL.1G114800
Pahal.1G119400,PhHAL.1G115100
Pahal.1G119500,PhHAL.1G115300
Pahal.1G119600,PhHAL.1G115400
Pahal.1G119700,PhHAL.1G115500
Pahal.1G119800,PhHAL.1G115600
Pahal.1G120100,NA
Pahal.1G120200,PhHAL.1G116000
Pahal.1G120300,PhHAL.1G116100
Pahal.1G120400,NA
Pahal.1G120500,PhHAL.1G116400
Pahal.1G120600,PhHAL.1G116500
Pahal.1G120700,PhHAL.1G116600
Pahal.1G120900,PhHAL.1G116800
Pahal.1G121000,PhHAL.1G116900
Pahal.1G121100,PhHAL.1G117200
Pahal.1G121700,PhHAL.1G117700
Pahal.1G121800,PhHAL.1G117900
Pahal.1G121900,PhHAL.1G118000
Pahal.1G122300,PhHAL.1G118400
Pahal.1G122400,PhHAL.1G118700
Pahal.1G122500,PhHAL.1G118900
Pahal.1G122600,PhHAL.1G119000
Pahal.1G123000,PhHAL.1G119300
Pahal.1G123100,PhHAL.1G119400
Pahal.1G123200,PhHAL.1G119600
Pahal.1G123300,PhHAL.1G119700
Pahal.1G123700,PhHAL.1G120300
Pahal.1G123800,PhHAL.1G120400
Pahal.1G123900,NA
Pahal.1G124000,PhHAL.1G120600
Pahal.1G124200,PhHAL.1G121100
Pahal.1G124300,PhHAL.1G121200
Pahal.1G124800,PhHAL.1G121600
Pahal.1G125300,PhHAL.1G121800
Pahal.1G125400,PhHAL.1G122200
Pahal.1G125500,PhHAL.1G122500
Pahal.1G125700,NA
Pahal.1G125800,PhHAL.1G122600
Pahal.1G126000,PhHAL.1G122700
Pahal.1G126100,PhHAL.1G122900
Pahal.1G126200,PhHAL.1G123000
Pahal.1G126400,PhHAL.1G123100
Pahal.1G126600,PhHAL.1G123300
Pahal.1G126900,PhHAL.1G123400
Pahal.1G127000,NA
Pahal.1G127100,NA
Pahal.1G127400,PhHAL.1G123900
Pahal.1G127500,PhHAL.1G124000
Pahal.1G127700,PhHAL.1G124100
Pahal.1G127800,PhHAL.1G124200
Pahal.1G127900,PhHAL.1G124300
Pahal.1G128300,PhHAL.1G124700
Pahal.1G128600,PhHAL.1G125100
Pahal.1G128700,PhHAL.1G125200
Pahal.1G128900,PhHAL.1G125300
Pahal.1G129200,PhHAL.1G125400
Pahal.1G129400,PhHAL.1G125600
Pahal.1G129600,PhHAL.1G125800
Pahal.1G130200,PhHAL.1G126300
Pahal.1G130500,PhHAL.1G126600
Pahal.1G130600,PhHAL.1G127000
Pahal.1G130800,PhHAL.1G127200
Pahal.1G131000,PhHAL.1G127400
Pahal.1G131100,PhHAL.1G127600
Pahal.1G131500,PhHAL.1G127800
Pahal.1G132100,PhHAL.1G128400
Pahal.1G132200,PhHAL.1G128500
Pahal.1G132700,PhHAL.1G128800
Pahal.1G132900,PhHAL.1G129000
Pahal.1G133200,PhHAL.6G084000
Pahal.1G133300,NA
Pahal.1G133800,PhHAL.1G129400
Pahal.1G133900,NA
Pahal.1G134500,PhHAL.1G129800
Pahal.1G134900,PhHAL.1G130000
Pahal.1G135100,NA
Pahal.1G135400,PhHAL.1G130100
Pahal.1G135600,PhHAL.1G131100
Pahal.1G135900,NA
Pahal.1G136000,PhHAL.1G131200
Pahal.1G136400,PhHAL.1G131700
Pahal.1G136800,PhHAL.1G133500
Pahal.1G137800,PhHAL.1G133900
Pahal.1G138400,PhHAL.1G134200
Pahal.1G138500,NA
Pahal.1G138800,PhHAL.3G304300
